episode,W_mean
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0015575905926460154
51,0.0015575905926460154
52,0.0015575905926460154
53,0.0015575905926460154
54,0.0015575905926460154
55,0.0015575905926460154
56,0.0015575905926460154
57,0.0015575905926460154
58,0.0015575905926460154
59,0.0015575905926460154
60,0.0015575905926460154
61,0.0015575905926460154
62,0.0015575905926460154
63,0.0015575905926460154
64,0.0015575905926460154
65,0.0014463341217427286
66,0.0014463341217427286
67,0.0014463341217427286
68,0.0014463341217427286
69,0.0014463341217427286
70,0.0014463341217427286
71,0.0014463341217427286
72,0.0014463341217427286
73,0.0014463341217427286
74,0.0014463341217427286
75,0.0014463341217427286
76,0.00134991184695988
77,0.0012655423565248874
78,0.0011910986884940116
79,0.0011910986884940116
80,0.0011910986884940116
81,0.0011910986884940116
82,0.0011249265391332333
83,0.0011249265391332333
84,0.0011249265391332333
85,0.0011249265391332333
86,0.0011249265391332333
87,0.0010657198791788527
88,0.00101243388521991
89,0.00101243388521991
90,0.00101243388521991
91,0.00101243388521991
92,0.0009642227478284857
93,0.0009203944411090091
94,0.0009203944411090091
95,0.0009203944411090091
96,0.0009203944411090091
97,0.0009203944411090091
98,0.0008803772914955739
99,0.0008803772914955739
100,0.0008803772914955739
101,0.000843694904349925
102,0.000843694904349925
103,0.000843694904349925
104,0.000843694904349925
105,0.000843694904349925
106,0.000843694904349925
107,0.000843694904349925
108,0.000809947108175928
109,0.0007787952963230077
110,0.0007787952963230077
111,0.0007499510260888222
112,0.0007231670608713643
113,0.0007231670608713643
114,0.0006982302656689034
115,0.0006982302656689034
116,0.00067495592347994
117,0.00067495592347994
118,0.00067495592347994
119,0.00067495592347994
120,0.00067495592347994
121,0.0006531831517547806
122,0.0006531831517547806
123,0.0006531831517547806
124,0.0006531831517547806
125,0.0006531831517547806
126,0.0006531831517547806
127,0.0006531831517547806
128,0.0006531831517547806
129,0.0006531831517547806
130,0.0006531831517547806
131,0.0006531831517547806
132,0.0006531831517547806
133,0.0006531831517547806
134,0.0006327711782624437
135,0.0006327711782624437
136,0.000812115278276735
137,0.000812115278276735
138,0.000812115278276735
139,0.0007882295347980074
140,0.0007882295347980074
141,0.0007882295347980074
142,0.0007882295347980074
143,0.0007882295347980074
144,0.0007882295347980074
145,0.0007657086909466358
146,0.0007657086909466358
147,0.005869131309994254
148,0.005869131309994254
149,0.0060552560767741116
150,0.0060552560767741116
