episode,omega,omega5,omega1
0,0.29419073536,0.410439409672,0.295369854968
40,0.327592511151,0.452265995329,0.22014149352
80,0.388885353488,0.611114646512,0.0
120,0.4766420143,0.5233579857,0.0
160,0.646113741298,0.353886258702,0.0
200,1.0,0.0,0.0
240,1.0,0.0,0.0
280,1.0,0.0,0.0
320,1.0,0.0,0.0
360,1.0,0.0,0.0
400,1.0,0.0,0.0
440,1.0,0.0,0.0
480,1.0,0.0,0.0
520,1.0,0.0,0.0
560,1.0,0.0,0.0
600,1.0,0.0,0.0
640,1.0,0.0,0.0
680,1.0,0.0,0.0
720,1.0,0.0,0.0
760,1.0,0.0,0.0
800,1.0,0.0,0.0
840,1.0,0.0,0.0
880,1.0,0.0,0.0
920,1.0,0.0,0.0
960,1.0,0.0,0.0
1000,1.0,0.0,0.0
1040,1.0,0.0,0.0
1080,1.0,0.0,0.0
1120,1.0,0.0,0.0
1160,1.0,0.0,0.0
1200,1.0,0.0,0.0
1240,1.0,0.0,0.0
1280,1.0,0.0,0.0
1320,1.0,0.0,0.0
1360,1.0,0.0,0.0
1400,1.0,0.0,0.0
1440,1.0,0.0,0.0
1480,1.0,0.0,0.0
1520,1.0,0.0,0.0
1560,1.0,0.0,0.0
1600,1.0,0.0,0.0
1640,1.0,0.0,0.0
1680,1.0,0.0,0.0
1720,1.0,0.0,0.0
1760,1.0,0.0,0.0
1800,1.0,0.0,0.0
1840,1.0,0.0,0.0
1880,1.0,0.0,0.0
1920,1.0,0.0,0.0
1960,1.0,0.0,0.0
2000,1.0,0.0,0.0
