"episode","mean","lower","upper"
1,0.25,0.25,0.25
2,0.25,0.25,0.25
3,0.25,0.25,0.25
4,0.249996297583,0.249990219122,0.250002376045
5,0.249904291614,0.249752312182,0.250056271046
6,0.249929334305,0.249828301137,0.250030367472
7,0.24970808185,0.24939688389,0.25001927981
8,0.249798444704,0.249236669747,0.250360219661
9,0.249805113731,0.249176039525,0.250434187936
10,0.249736181837,0.249022902429,0.250449461245
11,0.249627443449,0.24881855946,0.250436327439
12,0.24966703025,0.248832962572,0.250501097927
13,0.249562674298,0.248800023557,0.250325325039
14,0.249593096259,0.248806059254,0.250380133264
15,0.250013273405,0.24888334763,0.25114319918
16,0.250001490983,0.248882228864,0.251120753103
17,0.249868888506,0.248649200345,0.251088576666
18,0.249855353722,0.248577486964,0.251133220479
19,0.249862973657,0.248510273851,0.251215673464
20,0.249675656964,0.24813832571,0.251212988217
21,0.249493531997,0.248023205449,0.250963858544
22,0.249299283215,0.24775591029,0.25084265614
23,0.249316906329,0.247709951658,0.250923861
24,0.249239815331,0.247637841486,0.250841789175
25,0.249269751907,0.247595521327,0.250943982486
26,0.24973313095,0.247777920365,0.251688341534
27,0.24976405846,0.247734833082,0.251793283839
28,0.2497111626,0.247605735967,0.251816589233
29,0.249720872509,0.247559579088,0.251882165931
30,0.249088437281,0.246602339772,0.251574534791
31,0.248893172109,0.246361686399,0.251424657819
32,0.248576861077,0.246032013262,0.251121708892
33,0.248953150818,0.246150788895,0.25175551274
34,0.248760417215,0.24571922568,0.251801608751
35,0.248807076315,0.24573359062,0.25188056201
36,0.248854841597,0.245671665052,0.252038018142
37,0.248607292295,0.245622680642,0.251591903949
38,0.248333403663,0.24531292639,0.251353880936
39,0.248373550593,0.245258112821,0.251488988365
40,0.248245081456,0.245081586145,0.251408576768
41,0.24859682326,0.245317592117,0.251876054403
42,0.248625053163,0.245288652948,0.251961453378
43,0.248425312319,0.244985355062,0.251865269576
44,0.247818329754,0.244251537231,0.251385122277
45,0.247887286096,0.244484132763,0.251290439429
46,0.247867604939,0.24443708451,0.251298125369
47,0.247727561303,0.244427230223,0.251027892384
48,0.247695621964,0.244386636421,0.251004607506
49,0.247364914126,0.244180834583,0.250548993669
50,0.247338340722,0.244158214916,0.250518466528
51,0.247297985174,0.244178017528,0.25041795282
52,0.247072895032,0.243856994143,0.250288795921
53,0.246908012517,0.243607303152,0.250208721882
54,0.247219487767,0.243866829848,0.250572145687
