episode,omega2,omega3,omega4,omega
1,0.25,0.25,0.25,0.25
2,0.25,0.25,0.25,0.25
3,0.25,0.25,0.25,0.25
4,0.25,0.25,0.25,0.25
5,0.246297129586,0.246297129586,0.246297129586,0.261108611242
6,0.247698087117,0.247698087117,0.247698087117,0.256905738648
7,0.247232744947,0.247232744947,0.247232744947,0.25830176516
8,0.247852834999,0.247852834999,0.247852834999,0.256441495003
9,0.247543156058,0.247543156058,0.247543156058,0.257370531825
10,0.247232744947,0.247232744947,0.247232744947,0.25830176516
11,0.246921602753,0.246921602753,0.246921602753,0.259235191742
12,0.247465621879,0.247465621879,0.247465621879,0.257603134362
13,0.247232744947,0.247232744947,0.247232744947,0.25830176516
14,0.247605150455,0.247605150455,0.247605150455,0.257184548636
15,0.247419079414,0.247419079414,0.247419079414,0.257742761759
16,0.247232744947,0.247232744947,0.247232744947,0.25830176516
17,0.247543156058,0.247543156058,0.247543156058,0.257370531825
18,0.247388041956,0.247388041956,0.247388041956,0.257835874131
19,0.247631710514,0.247631710514,0.247631710514,0.257104868458
20,0.247814165209,0.247814165209,0.247814165209,0.256557504374
21,0.247698087117,0.247698087117,0.247698087117,0.256905738648
22,0.247581905989,0.247581905989,0.247581905989,0.257254282034
23,0.247465621879,0.247465621879,0.247465621879,0.257603134362
24,0.247349234846,0.247349234846,0.247349234846,0.257952295461
25,0.247232744947,0.247232744947,0.247232744947,0.25830176516
26,0.247116152238,0.247116152238,0.247116152238,0.258651543285
27,0.24699945678,0.24699945678,0.24699945678,0.259001629661
28,0.246882658629,0.246882658629,0.246882658629,0.259352024113
29,0.246765757846,0.246765757846,0.246765757846,0.259702726462
30,0.24664875449,0.24664875449,0.24664875449,0.26005373653
31,0.246531648621,0.246531648621,0.246531648621,0.260405054137
32,0.246817726417,0.246817726417,0.246817726417,0.25954682075
33,0.247046147289,0.247046147289,0.247046147289,0.258861558132
34,0.246952749839,0.246952749839,0.246952749839,0.259141750483
35,0.246859286681,0.246859286681,0.246859286681,0.259422139956
36,0.246765757846,0.246765757846,0.246765757846,0.259702726462
37,0.246672163364,0.246672163364,0.246672163364,0.259983509908
38,0.246578503266,0.246578503266,0.246578503266,0.260264490201
39,0.246484777583,0.246484777583,0.246484777583,0.260545667251
40,0.246390986346,0.246390986346,0.246390986346,0.260827040962
41,0.246297129586,0.246297129586,0.246297129586,0.261108611242
42,0.246203207335,0.246203207335,0.246203207335,0.261390377996
43,0.246109219624,0.246109219624,0.246109219624,0.261672341129
44,0.24638245662,0.24638245662,0.24638245662,0.260852630139
45,0.246609730588,0.246609730588,0.246609730588,0.260170808237
46,0.246531648621,0.246531648621,0.246531648621,0.260405054137
47,0.24645352112,0.24645352112,0.24645352112,0.260639436641
48,0.246657758388,0.246657758388,0.246657758388,0.260026724835
49,0.246832570857,0.246832570857,0.246832570857,0.259502287428
50,0.246765757846,0.246765757846,0.246765757846,0.259702726462
51,0.246921602753,0.246921602753,0.246921602753,0.259235191742
52,0.246859286681,0.246859286681,0.246859286681,0.259422139956
53,0.24699945678,0.24699945678,0.24699945678,0.259001629661
54,0.246941070537,0.246941070537,0.246941070537,0.259176788389
55,0.246882658629,0.246882658629,0.246882658629,0.259352024113
56,0.246824221063,0.246824221063,0.246824221063,0.259527336811
57,0.246958245626,0.246958245626,0.246958245626,0.259125263122
58,0.246903277527,0.246903277527,0.246903277527,0.259290167419
59,0.246848286697,0.246848286697,0.246848286697,0.259455139909
60,0.246793273143,0.246793273143,0.246793273143,0.259620180571
61,0.24673823687,0.24673823687,0.24673823687,0.259785289389
62,0.246683177886,0.246683177886,0.246683177886,0.259950466342
63,0.246817726417,0.246817726417,0.246817726417,0.25954682075
64,0.246765757846,0.246765757846,0.246765757846,0.259702726462
65,0.246713769014,0.246713769014,0.246713769014,0.259858692957
66,0.246661759926,0.246661759926,0.246661759926,0.260014720221
67,0.246609730588,0.246609730588,0.246609730588,0.260170808237
68,0.246557681003,0.246557681003,0.246557681003,0.26032695699
69,0.246505611179,0.246505611179,0.246505611179,0.260483166463
70,0.24645352112,0.24645352112,0.24645352112,0.260639436641
71,0.246401410831,0.246401410831,0.246401410831,0.260795767508
72,0.24654398038,0.24654398038,0.24654398038,0.26036805886
