episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,1,0,0
4,1,1,0,1,0,1
5,1,1,0,2,0,1
6,1,1,0,2,1,1
7,1,1,0,3,1,1
8,1,1,0,3,1,2
9,2,1,0,3,1,2
10,3,1,0,3,1,2
11,4,1,0,3,1,2
12,4,1,0,3,1,3
13,4,1,1,3,1,3
14,4,1,2,3,1,3
15,4,1,3,3,1,3
16,4,1,3,4,1,3
17,5,1,3,4,1,3
18,6,1,3,4,1,3
19,6,1,3,4,2,3
20,6,2,3,4,2,3
21,6,2,4,4,2,3
22,6,2,4,5,2,3
23,6,2,4,6,2,3
24,6,3,4,6,2,3
25,6,4,4,6,2,3
26,7,4,4,6,2,3
27,7,4,4,6,3,3
28,7,4,4,6,3,4
29,7,4,5,6,3,4
30,7,4,5,6,3,5
31,7,4,6,6,3,5
32,7,4,6,7,3,5
33,7,4,6,7,3,6
34,7,5,6,7,3,6
35,7,5,6,7,4,6
36,7,6,6,7,4,6
37,7,6,6,8,4,6
38,7,6,7,8,4,6
39,7,6,8,8,4,6
40,7,7,8,8,4,6
41,7,7,8,9,4,6
42,8,7,8,9,4,6
43,8,7,8,10,4,6
44,8,7,8,10,4,7
45,8,8,8,10,4,7
46,9,8,8,10,4,7
47,9,8,8,10,5,7
48,9,8,8,11,5,7
49,9,8,9,11,5,7
50,10,8,9,11,5,7
51,10,8,9,11,5,8
52,10,8,9,11,5,9
53,10,8,9,11,5,10
54,10,8,9,11,6,10
55,10,8,10,11,6,10
56,10,9,10,11,6,10
57,11,9,10,11,6,10
58,12,9,10,11,6,10
59,12,10,10,11,6,10
60,12,10,11,11,6,10
61,12,10,11,11,7,10
62,12,10,11,12,7,10
63,12,10,11,12,7,11
64,12,10,11,12,8,11
65,12,11,11,12,8,11
66,12,11,11,12,9,11
67,12,12,11,12,9,11
68,12,12,11,12,10,11
69,12,12,11,12,10,12
70,12,12,11,13,10,12
71,12,12,11,14,10,12
72,13,12,11,14,10,12
73,13,13,11,14,10,12
74,13,13,11,15,10,12
75,13,13,11,15,10,13
76,13,13,12,15,10,13
77,13,13,12,15,11,13
78,13,13,13,15,11,13
79,13,13,13,15,12,13
80,13,13,13,15,13,13
81,13,14,13,15,13,13
82,13,15,13,15,13,13
83,13,15,13,15,13,14
84,13,15,14,15,13,14
85,13,15,14,16,13,14
86,14,15,14,16,13,14
87,14,15,14,16,14,14
88,14,15,14,16,14,15
89,14,15,14,16,14,16
90,15,15,14,16,14,16
91,15,15,14,16,14,17
92,15,15,14,17,14,17
93,15,15,15,17,14,17
94,15,15,15,18,14,17
95,15,16,15,18,14,17
96,15,17,15,18,14,17
97,15,17,15,19,14,17
98,15,17,15,19,14,18
99,16,17,15,19,14,18
100,16,17,15,20,14,18
101,16,18,15,20,14,18
102,16,18,15,20,15,18
103,16,18,15,20,16,18
104,16,18,15,21,16,18
105,16,18,15,22,16,18
106,16,18,15,22,16,19
107,17,18,15,22,16,19
