episode,omega1,omega2,omega3,omega4,omega5,omega
1,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.166666666667
2,0.166565018322,0.166565018322,0.166565018322,0.166565018322,0.16717490839,0.166565018322
3,0.166565018322,0.166565018322,0.166565018322,0.166565018322,0.16717490839,0.166565018322
4,0.166565018322,0.166565018322,0.166565018322,0.166565018322,0.16717490839,0.166565018322
5,0.166531080529,0.166531080529,0.166531080529,0.166531080529,0.167344597353,0.166531080529
6,0.166497115218,0.166497115218,0.166497115218,0.166497115218,0.167514423911,0.166497115218
7,0.166463122379,0.166463122379,0.166463122379,0.166463122379,0.167684388107,0.166463122379
8,0.166429102004,0.166429102004,0.166429102004,0.166429102004,0.167854489982,0.166429102004
9,0.166463122379,0.166463122379,0.166463122379,0.166463122379,0.167684388107,0.166463122379
10,0.166437609679,0.166437609679,0.166437609679,0.166437609679,0.167811951604,0.166437609679
11,0.166412081488,0.166412081488,0.166412081488,0.166412081488,0.167939592562,0.166412081488
12,0.1663865378,0.1663865378,0.1663865378,0.1663865378,0.168067310999,0.1663865378
13,0.173576930425,0.164920963482,0.164920963482,0.164920963482,0.166739215646,0.164920963482
14,0.174231692179,0.164838885278,0.164838885278,0.164838885278,0.166412766708,0.164838885278
15,0.174824607683,0.164696257913,0.164696257913,0.164696257913,0.166390360665,0.164696257913
16,0.175419099829,0.16455334021,0.16455334021,0.16455334021,0.166367539331,0.16455334021
17,0.176015169854,0.164410132084,0.164410132084,0.164410132084,0.166344301809,0.164410132084
18,0.176612818973,0.164266633455,0.164266633455,0.164266633455,0.166320647207,0.164266633455
19,0.17715470366,0.164069735106,0.164069735106,0.164069735106,0.166566355915,0.164069735106
20,0.177752130256,0.163922760178,0.163922760178,0.163922760178,0.166556829034,0.163922760178
21,0.176955912757,0.162494317308,0.162494317308,0.162494317308,0.173066818011,0.162494317308
22,0.171040622725,0.16355361436,0.16355361436,0.16355361436,0.174744919835,0.16355361436
23,0.171248612921,0.163403843257,0.163403843257,0.163403843257,0.175136014053,0.163403843257
24,0.169147621026,0.163708884268,0.163708884268,0.163708884268,0.176016841901,0.163708884268
25,0.169253391646,0.163578650048,0.163578650048,0.163578650048,0.176432008162,0.163578650048
26,0.16864454192,0.163588863664,0.163588863664,0.163588863664,0.177000003424,0.163588863664
27,0.16872105357,0.163463947347,0.163463947347,0.163463947347,0.177423157041,0.163463947347
28,0.168797358909,0.163338893186,0.163338893186,0.163338893186,0.177847068346,0.163338893186
29,0.169204374049,0.16353352748,0.16353352748,0.16353352748,0.176661516032,0.16353352748
30,0.169558561651,0.16367645141,0.16367645141,0.16367645141,0.175735632708,0.16367645141
31,0.16863032372,0.163774341353,0.163774341353,0.163774341353,0.176272310867,0.163774341353
32,0.168693943,0.163676633336,0.163676633336,0.163676633336,0.176599523657,0.163676633336
33,0.168030009967,0.163721992007,0.163721992007,0.163721992007,0.177082022005,0.163721992007
34,0.16831105306,0.163862776524,0.163862776524,0.163862776524,0.176237840844,0.163862776524
35,0.168359175803,0.163776644287,0.163776644287,0.163776644287,0.17653424705,0.163776644287
36,0.168407195536,0.163690443826,0.163690443826,0.163690443826,0.17683102916,0.163690443826
37,0.168455112039,0.163604175175,0.163604175175,0.163604175175,0.17712818726,0.163604175175
38,0.16850292509,0.163517838368,0.163517838368,0.163517838368,0.177425721437,0.163517838368
39,0.168778378415,0.163652260374,0.163652260374,0.163652260374,0.176612580089,0.163652260374
