"episode","mean","lower","upper"
1,0.166666666667,0.166666666667,0.166666666667
2,0.166765060979,0.166610616034,0.166919505924
3,0.16704699981,0.166442002245,0.167651997374
4,0.167188621045,0.166342648595,0.168034593495
5,0.167073388801,0.166368242011,0.16777853559
6,0.167283640159,0.166184316259,0.168382964059
7,0.167716007326,0.165814261105,0.169617753547
8,0.169556682907,0.166581795522,0.172531570292
9,0.170404328467,0.16697319485,0.173835462085
10,0.170801383844,0.166940882395,0.174661885292
11,0.171954635177,0.168121899655,0.175787370699
12,0.173101767034,0.168809284568,0.1773942495
13,0.175084580414,0.170138178558,0.180030982271
14,0.175808918181,0.170464860029,0.181152976333
15,0.176521047772,0.170758413185,0.182283682359
16,0.177463341006,0.171330099262,0.18359658275
17,0.177450829178,0.171166692663,0.183734965693
18,0.177011932486,0.171894063293,0.182129801679
19,0.177777325126,0.17231536437,0.183239285881
20,0.178544690262,0.172931182331,0.184158198194
21,0.179542906226,0.173902284661,0.185183527791
22,0.180478926616,0.174850327081,0.186107526151
23,0.181270692915,0.175431728337,0.187109657494
24,0.181325135072,0.175378672285,0.18727159786
25,0.183136435223,0.176853294336,0.189419576109
26,0.182936026238,0.176646053229,0.189225999246
27,0.183868350235,0.177351330766,0.190385369703
28,0.185158239204,0.178381435113,0.191935043294
29,0.186408035403,0.179632834836,0.193183235969
30,0.188226833081,0.181542180813,0.194911485348
31,0.189227905694,0.182454638382,0.196001173006
32,0.191511511097,0.184073207094,0.198949815101
33,0.192329883862,0.184557220651,0.200102547074
34,0.192952036629,0.185499661423,0.200404411835
35,0.19359208481,0.186179898995,0.201004270626
36,0.195026270122,0.186915453842,0.203137086403
37,0.195048553301,0.187058313395,0.203038793206
38,0.197865738175,0.188976168001,0.20675530835
39,0.199064983814,0.19024235052,0.207887617108
40,0.199642515027,0.190692174305,0.20859285575
41,0.201373984144,0.19244024053,0.210307727758
42,0.202401264045,0.193324301379,0.21147822671
43,0.203721875037,0.195288855388,0.212154894686
44,0.205285647956,0.19643566323,0.214135632683
45,0.20524115845,0.196246967473,0.214235349428
46,0.206883519287,0.197834711238,0.215932327336
47,0.207543881692,0.198497911102,0.216589852282
48,0.20863815082,0.19966835075,0.217607950891
49,0.210470737744,0.201439674729,0.219501800758
50,0.212160655612,0.202959157325,0.221362153899
51,0.211372138638,0.202674662403,0.220069614874
52,0.210692847209,0.201920016392,0.219465678027
53,0.211525133923,0.202276245742,0.220774022104
