"episode","mean","lower","upper"
0,96.9,95.7604175466,98.0395824534
40,96.778,95.7256757785,97.8303242215
80,96.09,94.9659972035,97.2140027965
120,96.62,95.6963267603,97.5436732397
160,18.818,7.99432624044,29.6416737596
200,1.734,-1.7506034566,5.2186034566
240,0.0,0.0,0.0
280,0.0,0.0,0.0
320,0.0,0.0,0.0
360,0.0,0.0,0.0
400,0.0,0.0,0.0
440,0.0,0.0,0.0
480,0.0,0.0,0.0
520,0.0,0.0,0.0
560,0.0,0.0,0.0
600,0.0,0.0,0.0
640,0.0,0.0,0.0
680,0.0,0.0,0.0
720,0.0,0.0,0.0
760,0.0,0.0,0.0
800,0.0,0.0,0.0
840,0.0,0.0,0.0
880,0.0,0.0,0.0
920,0.0,0.0,0.0
960,0.0,0.0,0.0
1000,0.0,0.0,0.0
1040,0.0,0.0,0.0
1080,0.0,0.0,0.0
1120,0.0,0.0,0.0
1160,0.0,0.0,0.0
1200,0.0,0.0,0.0
1240,0.0,0.0,0.0
1280,0.0,0.0,0.0
1320,0.0,0.0,0.0
1360,0.0,0.0,0.0
1400,0.0,0.0,0.0
1440,0.0,0.0,0.0
1480,0.0,0.0,0.0
1520,0.0,0.0,0.0
1560,0.0,0.0,0.0
1600,0.0,0.0,0.0
1640,0.0,0.0,0.0
1680,0.0,0.0,0.0
1720,0.0,0.0,0.0
1760,0.0,0.0,0.0
1800,0.0,0.0,0.0
1840,0.0,0.0,0.0
1880,0.0,0.0,0.0
1920,0.0,0.0,0.0
1960,0.0,0.0,0.0
2000,0.0,0.0,0.0
