episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,0,0,0,1,0
2,0,0,0,1,1,0
3,0,0,1,1,1,0
4,0,0,1,1,2,0
5,0,0,1,2,2,0
6,0,0,1,2,2,1
7,0,0,1,2,3,1
8,0,0,1,2,4,1
9,0,0,1,3,4,1
10,0,0,1,4,4,1
11,0,0,1,4,5,1
12,0,1,1,4,5,1
13,0,1,2,4,5,1
14,0,1,3,4,5,1
15,0,1,3,4,6,1
16,0,1,3,4,6,2
17,1,1,3,4,6,2
18,1,1,3,4,6,3
19,1,1,3,4,7,3
20,1,1,3,5,7,3
21,1,2,3,5,7,3
22,1,3,3,5,7,3
23,1,4,3,5,7,3
24,2,4,3,5,7,3
25,2,4,3,6,7,3
26,3,4,3,6,7,3
27,3,4,3,7,7,3
28,3,4,3,8,7,3
29,3,5,3,8,7,3
30,3,5,4,8,7,3
31,3,6,4,8,7,3
32,3,6,4,8,8,3
33,3,6,4,8,9,3
34,3,6,4,8,10,3
35,3,6,4,9,10,3
36,3,7,4,9,10,3
37,3,8,4,9,10,3
38,3,8,4,10,10,3
39,3,9,4,10,10,3
40,3,9,4,10,10,4
41,4,9,4,10,10,4
42,5,9,4,10,10,4
43,5,9,4,10,10,5
44,6,9,4,10,10,5
45,6,10,4,10,10,5
46,6,10,4,10,11,5
47,7,10,4,10,11,5
48,7,10,4,11,11,5
49,8,10,4,11,11,5
50,8,10,4,12,11,5
51,8,10,4,12,12,5
52,9,10,4,12,12,5
53,10,10,4,12,12,5
54,11,10,4,12,12,5
55,12,10,4,12,12,5
56,12,10,4,13,12,5
57,12,10,4,14,12,5
58,12,10,4,14,12,6
59,12,10,5,14,12,6
60,12,10,5,15,12,6
61,12,10,5,15,13,6
62,12,10,5,15,14,6
63,12,10,5,16,14,6
64,12,10,6,16,14,6
65,12,10,7,16,14,6
66,12,10,8,16,14,6
67,12,10,8,17,14,6
68,12,10,8,17,15,6
69,12,10,8,17,15,7
70,12,10,8,17,16,7
71,12,11,8,17,16,7
72,12,11,8,17,17,7
73,12,11,9,17,17,7
74,12,12,9,17,17,7
75,13,12,9,17,17,7
76,13,13,9,17,17,7
77,13,13,9,17,18,7
78,13,13,9,17,18,8
79,13,13,10,17,18,8
80,13,13,10,18,18,8
81,13,14,10,18,18,8
82,13,14,10,18,18,9
83,13,14,10,18,18,10
84,13,14,10,19,18,10
85,14,14,10,19,18,10
86,14,14,10,19,19,10
87,15,14,10,19,19,10
88,15,14,11,19,19,10
89,15,14,11,20,19,10
90,15,14,11,20,20,10
91,15,14,11,21,20,10
92,15,14,11,21,20,11
93,16,14,11,21,20,11
94,16,14,12,21,20,11
95,16,15,12,21,20,11
96,16,15,12,22,20,11
97,16,15,12,22,21,11
98,16,15,12,22,22,11
99,16,15,13,22,22,11
100,17,15,13,22,22,11
101,18,15,13,22,22,11
102,19,15,13,22,22,11
103,19,15,13,22,22,12
104,20,15,13,22,22,12
105,20,16,13,22,22,12
106,20,16,13,22,22,13
107,20,16,14,22,22,13
108,20,16,14,22,23,13
109,20,16,14,22,23,14
110,20,16,14,22,23,15
111,20,16,14,22,24,15
112,20,16,14,22,25,15
113,21,16,14,22,25,15
114,22,16,14,22,25,15
115,23,16,14,22,25,15
116,23,16,14,23,25,15
117,24,16,14,23,25,15
118,25,16,14,23,25,15
119,25,16,14,23,25,16
120,25,16,14,23,26,16
121,25,16,14,23,26,17
122,25,16,14,23,26,18
123,25,16,14,24,26,18
124,25,16,14,24,27,18
125,25,16,14,25,27,18
126,25,16,14,25,27,19
127,25,16,14,25,28,19
128,25,16,14,25,29,19
129,25,16,14,25,30,19
130,25,16,15,25,30,19
131,25,16,15,26,30,19
132,26,16,15,26,30,19
133,26,16,15,27,30,19
134,26,16,15,28,30,19
135,26,16,15,29,30,19
136,26,16,15,29,30,20
137,26,16,15,29,30,21
138,26,16,15,30,30,21
139,26,16,15,30,30,22
140,26,16,15,31,30,22
141,26,16,15,31,30,23
142,26,17,15,31,30,23
143,26,17,15,31,30,24
144,26,17,15,31,31,24
145,26,17,15,31,31,25
146,26,17,15,31,31,26
147,26,17,15,32,31,26
148,26,17,15,32,31,27
149,27,17,15,32,31,27
150,27,17,16,32,31,27
151,27,17,16,32,31,28
152,27,17,16,33,31,28
153,27,18,16,33,31,28
154,27,19,16,33,31,28
155,27,19,16,33,31,29
156,28,19,16,33,31,29
157,28,19,16,33,31,30
158,28,19,16,33,31,31
159,28,19,16,34,31,31
160,28,19,16,34,31,32
161,28,19,16,34,32,32
162,28,19,16,34,32,33
163,28,19,16,34,32,34
164,28,19,16,34,33,34
165,28,19,16,35,33,34
166,28,19,16,35,33,35
167,28,19,16,35,33,36
168,28,19,16,35,33,37
169,29,19,16,35,33,37
170,30,19,16,35,33,37
171,31,19,16,35,33,37
172,31,19,16,35,33,38
173,31,19,16,35,34,38
174,31,19,16,35,34,39
175,31,19,16,35,34,40
176,31,19,16,35,34,41
177,31,19,16,35,35,41
178,31,19,17,35,35,41
179,31,19,17,35,35,42
180,31,19,17,35,35,43
181,31,19,17,35,35,44
182,31,19,17,35,35,45
183,31,19,17,35,35,46
184,31,19,17,36,35,46
185,31,19,17,37,35,46
186,31,19,17,37,35,47
187,31,19,17,37,36,47
188,31,19,17,37,36,48
189,31,19,17,37,36,49
190,32,19,17,37,36,49
191,32,19,17,37,36,50
192,32,19,17,37,36,51
193,32,19,17,37,36,52
194,32,19,17,37,36,53
195,32,19,17,37,36,54
196,32,19,18,37,36,54
197,32,19,18,37,36,55
198,32,19,18,37,36,56
199,33,19,18,37,36,56
200,33,19,18,37,36,57
201,33,19,18,37,36,58
202,33,19,18,37,36,59
203,33,19,18,37,36,60
204,33,20,18,37,36,60
205,33,20,18,37,36,61
206,34,20,18,37,36,61
207,34,20,18,37,36,62
208,34,20,18,37,36,63
209,34,20,18,37,37,63
210,34,20,18,37,37,64
211,34,20,18,37,37,65
212,34,20,18,37,37,66
213,34,20,18,37,37,67
214,34,20,18,37,37,68
215,34,20,18,37,37,69
216,35,20,18,37,37,69
217,35,20,18,37,37,70
218,35,20,18,37,37,71
219,35,20,18,37,37,72
220,35,20,18,37,37,73
221,36,20,18,37,37,73
222,37,20,18,37,37,73
223,37,20,18,37,37,74
224,38,20,18,37,37,74
225,38,20,18,37,37,75
226,38,20,18,37,38,75
227,38,20,18,37,38,76
228,38,20,18,37,38,77
229,38,20,19,37,38,77
230,38,20,19,37,38,78
231,38,20,19,37,38,79
232,38,20,19,37,38,80
233,38,20,19,37,38,81
234,38,20,19,37,38,82
235,38,20,19,37,38,83
236,38,20,19,37,38,84
237,38,20,19,37,38,85
238,38,20,19,37,38,86
239,38,20,19,37,38,87
240,38,20,19,37,38,88
241,38,20,19,37,38,89
242,38,20,19,37,38,90
243,38,20,19,37,38,91
244,38,20,19,37,38,92
245,38,20,19,37,38,93
246,38,20,19,37,38,94
247,38,20,19,37,38,95
248,38,20,19,37,38,96
249,38,20,19,37,38,97
250,38,20,19,37,38,98
251,38,20,19,37,38,99
252,39,20,19,37,38,99
253,39,20,19,37,38,100
254,39,20,19,37,38,101
255,39,20,19,37,38,102
256,39,20,19,37,38,103
257,39,20,19,37,38,104
258,39,20,19,37,38,105
259,39,20,19,37,38,106
260,39,20,19,37,38,107
261,39,20,19,37,38,108
262,39,20,19,37,38,109
263,39,20,19,37,38,110
264,39,20,19,37,38,111
265,39,20,19,37,38,112
266,39,20,19,37,38,113
267,39,20,19,37,38,114
268,39,20,19,37,38,115
269,39,20,19,37,38,116
270,39,20,19,37,38,117
271,39,20,19,37,38,118
272,39,20,19,37,38,119
273,39,20,19,37,38,120
274,39,20,19,37,38,121
275,39,20,19,37,38,122
276,39,20,19,37,38,123
277,39,20,19,37,38,124
278,39,20,19,37,38,125
279,39,20,19,37,38,126
280,40,20,19,37,38,126
281,40,20,19,37,38,127
282,40,20,19,37,38,128
283,40,20,19,38,38,128
284,40,20,19,38,38,129
285,40,20,19,38,38,130
286,40,20,19,38,38,131
287,40,20,19,38,38,132
288,40,20,19,38,38,133
289,40,20,19,38,39,133
290,40,20,19,38,39,134
291,40,20,19,38,39,135
292,40,20,19,38,39,136
293,40,20,19,38,39,137
294,40,20,19,38,39,138
295,40,20,19,38,39,139
296,40,20,19,38,39,140
