episode,omega1,omega2,omega3,omega4,omega5,omega
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.24503063020833327,0.0,0.0
4,0.0,0.0,0.0,0.24503063020833327,0.0,0.0
5,0.0,0.0,0.0,0.24503063020833327,0.0,0.0
6,0.0,0.0,0.0,0.24503063020833327,0.0,0.0
7,0.0,0.0,0.0,0.18377297265624995,0.0,0.0
8,0.0,0.0,0.0,0.18377297265624995,0.0,0.0
9,0.0,0.0,0.0,0.14701837812499996,0.0,0.0
10,0.0,0.0,0.0,0.14701837812499996,0.0,0.0
11,0.0,0.0,0.0,0.12251531510416663,0.0,0.0
12,0.0,0.0,0.0,0.12251531510416663,0.0,0.0
13,0.0,0.0,0.0,0.12251531510416663,0.0,0.0
14,0.0,0.0,0.0,0.12251531510416663,0.0,0.0
15,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
16,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
17,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
18,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
19,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
20,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
21,0.0,0.0,0.0,0.10501312723214283,0.0,0.0
22,0.0,0.0,0.0,0.09188648632812497,0.0,0.0
23,0.0,0.0,0.0,0.09188648632812497,0.0,0.0
24,0.005616772064704609,0.0,0.0,0.09188648632812497,0.0,0.0
25,0.03771009444928512,0.0,0.0,0.09188648632812497,0.0,0.0
26,0.03771009444928512,0.0,0.0,0.09188648632812497,0.0,0.0
27,0.03142507870773761,0.0,0.0,0.09188648632812497,0.0,0.0
28,0.03142507870773761,0.0,0.0,0.08167687673611108,0.0,0.0
29,0.03142507870773761,0.0,0.0,0.08167687673611108,0.0,0.0
30,0.026935781749489376,0.0,0.0,0.08167687673611108,0.0,0.0
31,0.026935781749489376,0.0,0.0,0.07350918906249998,0.0,0.0
32,0.026935781749489376,0.0,0.0,0.06682653551136362,0.0,0.0
33,0.026935781749489376,0.0,0.0,0.06682653551136362,0.0,0.0
34,0.026935781749489376,0.0,0.0,0.06682653551136362,0.0,0.0
35,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
36,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
37,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
38,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
39,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
40,0.026935781749489376,0.0,0.0,0.061257657552083324,0.0,0.0
41,0.023568809030803203,0.0,0.0,0.061257657552083324,0.0,0.0
