episode,omega,omega5,omega1
0,0.288684654446,0.408435877467,0.302879468087
40,0.300088584156,0.437719244951,0.262192170893
80,0.492000682597,0.507999317403,0.0
120,0.426291021393,0.573708978607,0.0
160,0.704329369256,0.295670630744,0.0
200,1.0,0.0,0.0
240,1.0,0.0,0.0
280,1.0,0.0,0.0
320,1.0,0.0,0.0
360,1.0,0.0,0.0
400,1.0,0.0,0.0
440,1.0,0.0,0.0
480,1.0,0.0,0.0
520,1.0,0.0,0.0
560,1.0,0.0,0.0
600,1.0,0.0,0.0
640,1.0,0.0,0.0
680,1.0,0.0,0.0
720,1.0,0.0,0.0
760,1.0,0.0,0.0
800,1.0,0.0,0.0
840,1.0,0.0,0.0
880,1.0,0.0,0.0
920,1.0,0.0,0.0
960,1.0,0.0,0.0
1000,1.0,0.0,0.0
1040,1.0,0.0,0.0
1080,1.0,0.0,0.0
1120,1.0,0.0,0.0
1160,1.0,0.0,0.0
1200,1.0,0.0,0.0
1240,1.0,0.0,0.0
1280,1.0,0.0,0.0
1320,1.0,0.0,0.0
1360,1.0,0.0,0.0
1400,1.0,0.0,0.0
1440,1.0,0.0,0.0
1480,1.0,0.0,0.0
1520,1.0,0.0,0.0
1560,1.0,0.0,0.0
1600,1.0,0.0,0.0
1640,1.0,0.0,0.0
1680,1.0,0.0,0.0
1720,1.0,0.0,0.0
1760,1.0,0.0,0.0
1800,1.0,0.0,0.0
1840,1.0,0.0,0.0
1880,1.0,0.0,0.0
1920,1.0,0.0,0.0
1960,1.0,0.0,0.0
2000,1.0,0.0,0.0
