episode,omega,omega5,omega1
0,0.290436269887,0.409683197279,0.299880532834
40,0.284428077162,0.507999476596,0.207572446243
80,0.43241616399,0.56758383601,0.0
120,0.497250027729,0.502749972271,0.0
160,0.724321495423,0.275678504577,0.0
200,1.0,0.0,0.0
240,1.0,0.0,0.0
280,1.0,0.0,0.0
320,1.0,0.0,0.0
360,1.0,0.0,0.0
400,1.0,0.0,0.0
440,1.0,0.0,0.0
480,1.0,0.0,0.0
520,1.0,0.0,0.0
560,1.0,0.0,0.0
600,1.0,0.0,0.0
640,1.0,0.0,0.0
680,1.0,0.0,0.0
720,1.0,0.0,0.0
760,1.0,0.0,0.0
800,1.0,0.0,0.0
840,1.0,0.0,0.0
880,1.0,0.0,0.0
920,1.0,0.0,0.0
960,1.0,0.0,0.0
1000,1.0,0.0,0.0
1040,1.0,0.0,0.0
1080,1.0,0.0,0.0
1120,1.0,0.0,0.0
1160,1.0,0.0,0.0
1200,1.0,0.0,0.0
1240,1.0,0.0,0.0
1280,1.0,0.0,0.0
1320,1.0,0.0,0.0
1360,1.0,0.0,0.0
1400,1.0,0.0,0.0
1440,1.0,0.0,0.0
1480,1.0,0.0,0.0
1520,1.0,0.0,0.0
1560,1.0,0.0,0.0
1600,1.0,0.0,0.0
1640,1.0,0.0,0.0
1680,1.0,0.0,0.0
1720,1.0,0.0,0.0
1760,1.0,0.0,0.0
1800,1.0,0.0,0.0
1840,1.0,0.0,0.0
1880,1.0,0.0,0.0
1920,1.0,0.0,0.0
1960,1.0,0.0,0.0
2000,1.0,0.0,0.0
