episode,omega,omega5,omega1
0,0.29503543465,0.408746625527,0.296217939823
40,0.27093597812,0.488765365843,0.240298656037
80,0.289873191695,0.710126808305,0.0
120,0.557494563138,0.442505436862,0.0
160,0.634831333447,0.365168666553,0.0
200,1.0,0.0,0.0
240,1.0,0.0,0.0
280,1.0,0.0,0.0
320,1.0,0.0,0.0
360,1.0,0.0,0.0
400,1.0,0.0,0.0
440,1.0,0.0,0.0
480,1.0,0.0,0.0
520,1.0,0.0,0.0
560,1.0,0.0,0.0
600,1.0,0.0,0.0
640,1.0,0.0,0.0
680,1.0,0.0,0.0
720,1.0,0.0,0.0
760,1.0,0.0,0.0
800,1.0,0.0,0.0
840,1.0,0.0,0.0
880,1.0,0.0,0.0
920,1.0,0.0,0.0
960,1.0,0.0,0.0
1000,1.0,0.0,0.0
1040,1.0,0.0,0.0
1080,1.0,0.0,0.0
1120,1.0,0.0,0.0
1160,1.0,0.0,0.0
1200,1.0,0.0,0.0
1240,1.0,0.0,0.0
1280,1.0,0.0,0.0
1320,1.0,0.0,0.0
1360,1.0,0.0,0.0
1400,1.0,0.0,0.0
1440,1.0,0.0,0.0
1480,1.0,0.0,0.0
1520,1.0,0.0,0.0
1560,1.0,0.0,0.0
1600,1.0,0.0,0.0
1640,1.0,0.0,0.0
1680,1.0,0.0,0.0
1720,1.0,0.0,0.0
1760,1.0,0.0,0.0
1800,1.0,0.0,0.0
1840,1.0,0.0,0.0
1880,1.0,0.0,0.0
1920,1.0,0.0,0.0
1960,1.0,0.0,0.0
2000,1.0,0.0,0.0
