episode,omega1,omega2,omega3,omega4,omega5,omega
1,0,1,0,0,0,0
2,1,1,0,0,0,0
3,1,1,0,0,1,0
4,2,1,0,0,1,0
5,2,2,0,0,1,0
6,2,3,0,0,1,0
7,2,3,0,0,2,0
8,3,3,0,0,2,0
9,3,3,0,0,3,0
10,3,3,0,0,4,0
11,3,3,0,0,5,0
12,3,3,0,0,6,0
13,4,3,0,0,6,0
14,4,3,0,1,6,0
15,4,3,0,2,6,0
16,4,4,0,2,6,0
17,4,4,0,2,7,0
18,4,5,0,2,7,0
19,4,5,1,2,7,0
20,4,5,1,3,7,0
21,4,5,1,3,7,1
22,4,5,1,4,7,1
23,4,5,2,4,7,1
24,4,6,2,4,7,1
25,4,7,2,4,7,1
26,4,7,2,4,7,2
27,4,8,2,4,7,2
28,4,8,2,4,7,3
29,4,8,2,4,7,4
30,4,8,2,4,8,4
31,4,9,2,4,8,4
32,4,10,2,4,8,4
33,4,10,2,4,9,4
34,4,10,2,4,9,5
35,4,10,2,4,10,5
36,4,10,2,4,10,6
37,4,11,2,4,10,6
38,4,12,2,4,10,6
39,4,13,2,4,10,6
40,4,13,2,5,10,6
41,4,13,3,5,10,6
42,5,13,3,5,10,6
43,5,13,3,5,10,7
44,6,13,3,5,10,7
45,6,13,4,5,10,7
46,6,14,4,5,10,7
47,7,14,4,5,10,7
48,7,14,5,5,10,7
49,7,14,5,5,11,7
50,7,15,5,5,11,7
51,7,15,6,5,11,7
52,7,15,7,5,11,7
53,7,15,7,5,12,7
54,7,16,7,5,12,7
55,7,16,7,5,13,7
56,7,16,7,5,14,7
57,7,16,7,5,15,7
58,7,16,7,6,15,7
59,7,16,8,6,15,7
60,7,16,8,6,16,7
61,7,16,8,6,17,7
62,8,16,8,6,17,7
63,8,16,8,6,17,8
64,8,16,8,6,17,9
65,8,16,8,6,17,10
66,8,17,8,6,17,10
67,8,17,9,6,17,10
68,8,17,10,6,17,10
69,8,17,10,7,17,10
70,9,17,10,7,17,10
71,9,17,10,7,17,11
72,9,17,10,7,18,11
73,9,18,10,7,18,11
74,10,18,10,7,18,11
75,11,18,10,7,18,11
76,11,18,10,7,19,11
77,11,18,10,7,19,12
78,12,18,10,7,19,12
79,13,18,10,7,19,12
80,13,18,11,7,19,12
81,13,19,11,7,19,12
82,13,20,11,7,19,12
83,13,20,11,7,19,13
84,13,20,11,7,19,14
85,13,20,11,7,19,15
86,13,20,11,7,19,16
87,13,20,11,7,19,17
88,13,20,11,7,19,18
89,13,20,11,7,20,18
90,13,21,11,7,20,18
91,13,21,11,8,20,18
92,13,21,11,9,20,18
93,13,21,11,10,20,18
94,13,21,11,10,21,18
95,13,21,11,10,22,18
96,13,21,11,11,22,18
97,13,21,11,11,22,19
98,13,21,11,11,22,20
99,13,21,12,11,22,20
100,13,21,12,11,22,21
101,13,21,12,11,22,22
102,13,21,12,11,22,23
103,13,21,12,11,23,23
104,13,21,12,11,23,24
105,13,21,12,11,24,24
106,13,21,12,11,24,25
107,13,21,12,11,24,26
